rid,question_name
6655,北京科兴中维被曝发年终奖前大量裁员，去年净利润820亿，还有哪些信息值得关注？
6656,科兴生物 2021 年上半年净利润 86 亿美元，对此这意味着什么？
6657,如何看待科兴加强针研究指出，注射第三针后，对 Delta 的中和效力高出 2.5 倍？
6658,科兴奥密克戎株新冠灭活疫苗在香港获批临床，将对香港疫情防控工作带来哪些帮助？
6659,北京科兴恶意扣押年终奖违法裁员，他们将面临怎样的法律责任？
6660,世卫组织将中国科兴新冠疫苗列入“紧急使用清单”，这意味着什么？
6661,科兴表示「新冠疫苗克尔来福在孕产妇中表现出良好的安全性」，这意味着什么？
6662,美国彭博社：《现实研究中发现中国科兴疫苗非常有效》，为什么美国媒体态度会突然大转变？
6663,科兴第三针与第二针相隔多长时间？
6664,科兴上半年营收 110 亿美元，全球供应 25 亿剂疫苗，大涨 16200%，这意味着什么？
6665,马来西亚本地灌装科兴疫苗进入缅甸市场，对于缅甸疫情防控有哪些帮助？
6666,无良公司为了满足新冠疫苗接种指标，找人代打，应该向那个部门举报？
6667,两针疫苗两月，核酸阴性情况下igm和igg均为阴性，此情况下是否需要继续接种？
6668,11 月 19 日加拿大调整入境防疫措施，国药和科兴疫苗列入认可清单，此举释放了什么信号？
6669,做一个不崩溃的核酸系统有多难？
6670,核酸检测再降价，单人单检降至不高于每人份 16 元，降价能起到哪些作用？
6671,如何看待同济大学规定超时参与核酸检测的同学需要提交500字手写检讨并进行一次核酸志愿者服务？
6672,有什么方法能提高PCR核酸检测的准确率和效率？
6673,官方称无疫情地区查核酸不应成常态，释放了哪些信号？
6674,愿检尽检的含义是什么？
6675,低风险区有必要隔两天就做一次核酸检测吗？两天一次的意义在哪里？
6676,做核酸忘记给试管了，走了二十米想起来还回去了，这事严重吗…？
6677,怎么知道本地区什么时候全员核酸?
6678,你们那里的疫情有多严峻？
6679,为什么市区核酸检测还要收钱？
6680,国家医保局进一步下调核酸检测价格，此举能起到哪些作用？
6681,你们的城市核酸检测是多久一次？
6682,核酸检测如何预防“呕吐物窒息无人急救”和“专业医疗人员过劳无辜受累”？
6683,为啥核酸检测不以家庭为单位？横竖是一人中招全隔离，每家派个代表还能提高效率、降低成本？
6684,用手指弹一弹核酸采样拭子后会掉落一些白色细小纤维，这些是什么物质，对人体有毒吗？
6685,高铁湛江西站可以进站时做核酸吗？
6686,现在南京回徐州需要48小时核酸检测吗？
6687,多地调整常态化核酸检测政策，会带来哪些影响？
6688,核酸结果什么时候能出来？
6689,核酸扫码，忘记确认上传信息?
6690,核酸检测了多次却查询不到怎么办？
6691,个人信息都是对的，核酸检测机构没有上传结果怎办?过24小时了。你们出结果了吗？
6692,系统设定?
6693,4 月 26 日辽宁新增 102 例本土无症状，均为丹东市报告，目前疫情情况如何？
6694,4 月 25 日辽宁新增本土感染「 25 + 39 」，目前当地疫情防控情况如何？
6695,4 月 26 日起辽宁丹东对 77 个小区、住宅楼实行封闭管理服务，目前当地疫情情况如何？
6696,丹东什么时候能解封?
6697,关于新冠病毒，江水是否能够传染、大风天是否不能开窗换气？
6698,网传河北师范大学疫情态势严重，多个方舱出现物资短缺、人员密度大等情况，目前当地疫情情况如何？
6699,如何看待上海交通大学 9 月再次发生疫情？
6700,如何看待河北师范大学疫情？
6701,如何看待 3 月 29 日江苏师范大学连夜组织全员核酸，中途又让同学解散？
6702,隔离期间在吉林大学给宿舍厕所看门是种怎样的体验？
6703,辅导员让你平时多关注一下学生，并报告给他，该怎么做？
6704,大学集体卫浴的条件下，如何在管控放松的大环境中做好个人疫情防护？
6705,新冠三年，你的生活受到了什么影响？
6706,国务院联防联控机制对校园防控提出具体操作指南，哪些信息值得关注？
6707,下周大学开学，寝室四人间，无独卫独浴，如何预防交叉感染？
6708,四川天府健康通出现登陆困难，可能是什么原因导致？目前情况如何？
6709,7 月 23 日四川新增本土确诊 18 例，本土无症状感染者 33 例，目前当地疫情情况如何？
6710,四川发现国内未出现过的奥密克戎变异株，此变异株有哪些特点？会带来哪些影响？
6711,5 月 13 日四川新增本土确诊 3 例，无症状感染者 90 例，目前疫情情况如何？
6712,被点名隔离场所收费问题后，南充删除集中隔离「费用自理」要求，还有哪些信息值得关注？
6713,5 月 17 日四川本土新增「49+152」，目前当地疫情情况如何？
6714,4 月 5 日 6 时起离开四川成都须持 48 小时内核酸阴性证明，目前当地疫情情况如何？
6715,5 月 20 日四川新增本土确诊病例 32 例，本土无症状感染者 77 例，目前疫情情况如何？
6716,7 月 29 日四川新增本土确诊 10 例、无症状 12 例，目前疫情情况如何？
6717,5 月 19 日四川新增 20 例本土确诊、102 例本土无症状感染者，目前疫情情况如何？
6718,10 月 14 日四川新增本土确诊 15 例、无症状 48 例，目前当地疫情情况如何？
6719,4 月 3 日四川新增本土确诊病例 10 例，无症状感染者 9 例，目前当地疫情情况如何？
6720,滞留三亚游客发声，称「吃饭住宿暂无问题，回程机票价格翻倍 」，目前当地情况如何？滞留游客们如何度过？
6721,三亚市全市实行临时全域静态管理，旅文局回应「酒店半价比预订价格高」：变相提价可投诉，具体情况如何？
6722,三亚酒店半价仅按门店价格执行，还有酒店价格暴涨4倍多。旅游地区如何做好游客安置及生活保障？
6723,教育部今日发布《学校新型冠状病毒感染防控工作方案》，释放了哪些信号?高校防疫将走向何方?
6724,如何看待河北多地疫情管理被指一刀切？
6725,奥密克戎为什么那么难控制住？感染链到底在哪里？
6726,贵州医科大学花溪分校要封闭管理嘛？
6727,如何看待北体军训的某些要求？
6728,第十版新冠诊疗方案要求「强化新冠与基础疾病共治理念」，这释放了哪些信号？
6729,新冠病毒感染第十版防控方案发布，流行期间可适时依法采取临时性防控措施，降低人员流动，还需关注哪些内容？
6730,新型冠状病毒感染诊疗方案（试行第十版）出来了，有什么值得注意的？把人免疫球蛋白写进去合适吗？
6731,《 新型冠状病毒感染诊疗方案试行第十版 》印发，该方案中提到了什么防疫方法？
6732,康隆强力枇杷露在哈尔滨去哪买?
6733,上海 12 月 9 日起无症状和轻症可居家隔离，餐饮场所不再查验核酸，目前当地防疫措施如何？
6734,韩国要求自华入境前后都接受核酸检测，目前当地疫情形势如何？
6735,专家提醒阳后警惕视力急剧下降，情况严重或失明，如何从医学角度解读该现象？
6736,1 月 11 日日本单日报告新冠死亡人数 520 人，创新高，日本新冠死亡率上升的原因是什么？
6737,犊牛断奶应激有什么防控措施？
6738,韩国将从 1 月 30 日起放宽室内口罩令，目前当地疫情形势如何？
6739,检测需求变小，大量核酸采样亭街头废弃，长时间不挪走可能出现哪些问题？
6740,香港确诊者及密切接触者隔离日数减至 5 日，社交距离、口罩令维持，目前当地防疫措施如何？
6741,山东 12 月 14 日起对进入全省各级各类医疗机构的人员，不再查验核酸检测结果，当地防疫措施如何？
6742,11 月 19 日山西太原部分区域实施临时静默管理，目前当地疫情形势如何？
6743,如何看待宁波优化调整疫情防控相关措施， 5 日起乘坐公共交通，进入公共场所不再查验核酸检测阴性证明？
6744,12 月 22 日我国新增本土确诊 3696 例，目前各地疫情形势如何？
6745,黑龙江铁力市官方回应 1 例阳性全域管控，现有 3 例阳性，目前当地防疫措施如何？
6746,11 月 22 日零时起，上海 9 个高风险区解除管控，目前当地防疫措施如何？
6747,12 月 9 日青岛增本土无症状感染者 31 例，目前当地防疫措施如何？
6748,12 月 6 日 0-24 时南京市诊断本土确诊病例 14 例，目前当地防疫措施如何？
6749,山东下个月或出现首波感染高峰，当地人们都需做好哪些疫情防护？
6750,多地酒店推出抗阳套餐，阳了之后你会选择酒店隔离吗？
6751,多地餐饮企业有序恢复堂食，商家表示上座率已在逐步回升，疫情期间商家需做好哪些防护？
6752,水稻黑条矮缩病的防控措施有哪些？
6753,珠澳口岸通关场所限次通行措施暂定再延长三个月，有哪些需要注意的？
6754,药监局充分发挥中药作用，全力服务新阶段疫情防控工作大局，目前我国疫情形势如何？
6755,当疫情遇上小长假，怀念 2019 年，那年的五一你们都是怎么度过的?
6756,五一劳动节怎么过更有仪式感？
6757,五一小长假正式开启，你准备如何度过？在家刷剧还是去到户外感受春日自然好风光？拍到了哪些春日美景？
6758,五一假期来了，你打算怎么过呢？可以晒晒你的计划吗？
6759,五一假期第一天，你打算怎么度过？
6760,如果没有疫情的话，今年五一你原本打算做些什么呢？
6761,如何评价上海外国人可以去瑞金医院，可以享受顶级医疗资源对丁丁进行治疗而中国的老人和护士哮喘就得等死?
6762,乐视实行四天半工作制，你对该种工作制度有哪些期待？
6763,乐视CEO张巍1月3日发布2023年致全体员工的一封信，宣布公司将执行每周四天半工作制，对此你怎么看？
6764,乐视宣布实行四天半工作制，周三休息半天，如何看待这一举措？会被推广吗？
6765,乐视实行四天半工作制，你觉得四天班工作制能否进行推广？
6766,待乐视宣布实行四天半工作制，是否会在国内推广？
6767,乐视回应员工躺平，“内卷”程度相对来说低一些，未来或将推行四天半工作制，乐视这么多年靠什么盈利？
6768,西安疫情目前情况如何?什么时候能回归正常生活秩序？
6769,如何看待评价此次疫情中的西安？
6770,如何看待西安此次突如其来的疫情?我们该如何做好防护？
6771,西安疫情政策是什么样子的？
6772,10月12日西安新增8例确诊，其中社区筛查3例，该地目前防疫情况如何？
6773,8 月 20 日，西安新增 10 例本土确诊病例，20 例本土无症状感染者，目前疫情防控情况如何？
6774,西安疫情过后你对生活有什么样的期待?
6775,西安市未央区哪里可以做核酸？
6776,国家卫健委称「 12 月 14 日起不再公布无症状感染者数据」，会产生什么影响？
6777,无症状感染它的表现形势是什么？
6778,国家卫健委宣布12 月 14 日起不再公布无症状感染者数据，还有哪些信息值得关注？
6779,如何看待文旅部称无疫情地区原则上「不限制演唱会等大型营业性演出活动观众人数」？这会带来什么影响？
6780,8 月 28 日黑龙江大庆全市实施 7 天临时性管控措施，目前当地疫情排查情况如何？
6781,如何看待英国研究称50岁以上中老年人心理健康恶化与疫情隔离政策有关？如何预防封控导致心理问题？
6782,上海将进行三区阶梯式管理，这将会对上海疫情防控工作带来哪些帮助？
6783,7 月 12 日广东珠海香洲区新增吉大、拱北部分区域临时管控，对居民生活会带来哪些影响？
6784,9 月 2 日杭州上城区部分区域全体人员赋黄码，今起连续三天核酸检测，目前当地疫情排查情况如何？
6785,关于12月13日0时，“通信行程卡”微信公众号发布《关于下线“通信行程卡”服务的公告》大家怎么看呢？
6786,社会面清零后多久可以解除静态管理？
6787,河南一中学限制上厕所人次，当地教育局回应「错峰分批安排师生如厕」，这样管理合理吗？
6788,临时交通管控措施包括哪些内容？
6789,上海公安持续强化配送寄递业务源头管控的意义是什么？
6790,9 月 7 日上海迪士尼乐园酒店临时管控，乐园正常运营，目前当地防疫措施如何？
6791,9 月 3 日上海一区域划为疫情中风险区，目前上海疫情形势如何？
6792,非上海居民此时能帮忙做些什么呢？
6793,如何评价湖南师大附中走读生一日一进一出的规定?
6794,请问，参考现在新冠的管控方案，我们可以用来消灭流感病毒吗？
6795,情人节，都出去开房吗？
6796,520快到啦！有想好送什么礼物了吗？
6797,情人节捡垃圾后续怎样了？
6798,疫情期间分手还会和好吗?
6799,因为疫情谈了一整个寒假的异地恋情侣们都怎样了？
6800,你们情人节收到的礼物是什么？
6801,疫情期间，你在家因为无聊而干过什么有趣的事?
6802,在东莞你打算怎么过 2022 年的情人节？
6803,疫情期间大学生异地情侣想见面怎么办?
6804,在中国，到底有多少个情人节？
6805,有哪些人，是你失去后才知道的？
6806,疫情期间有哪些有趣的情人趣事？
6807,疫情下的爱情，都是什么样子的？
6808,疫情期间，有收到你的前男友/女友的短信吗？
6809,疫情期间我们分手了?
6810,疫情期间的分手怎么看？
6811,因为疫情大学迟迟不复课，你最痛苦的是什么？
6812,离婚一年后发现男方抚养的儿子得了脑瘫你还会回去照顾吗？
6813,昨天情人节男朋友一句消息都没有，是不是可以证明什么了。?
6814,本人20岁，男生，疫情在家呆了近一个月，变丑了，怎么办怎么办 !!!?
6815,公司强行让员工待岗合法吗？
6816,那些不支持疫情体温检测 不戴口罩 不配合检查人员 甚至大打出手的人 我想知道你怎么想的？真奇葩?
6817,保定到邯郸还需要隔离吗？
6818,2022.2.14你们的情人节怎么过吖？
6819,女生评论区：2月14日情人节，女生到底喜欢什么样的情人节礼物？
6820,这次疫情对异地恋的我们而言是机会还是挑战？
6821,疫情期间从山东去安徽需要被隔离吗？
6822,如何看待婚礼和宝宝满月酒一起？
6823,疫情期间碰上一周年，该不该去找女朋友？
6824,新冠肺炎疫情下你和你男友多久没见面了?
6825,现在去江西还需要隔离吗？
6826,疫情结束后，再不想做的是什么？
6827,我想知道北京现在的情况，能出去吃一次饭不，哪怕一顿麦当劳?
6828,疫情期间不能见面的情侣们有吵架吗？
6829,疫情期间，女友想去万达吃火锅并且闹变扭怎么办？
6830,疫情结束后你第一件事想做什么____？第一个想见的人是_____？
6831,这次疫情出现哪些人值得我们好好铭记感恩，因为什么事？
6832,疫情期间，最好的朋友婚礼要不要参加？
6833,大连要求坐公交地铁需戴 N95 口罩，目前当地防疫措施如何？
6834,如何评价大连市8月29日宣布乘坐公共交通必须佩戴N95型号以上的口罩？难道医用外科口罩不符合标准吗？
6835,8 月大连市疫情怎么样？本省来大连旅游受影响吗？
6836,8 月 29 日大连对公共交通进行管控，目前当地防疫措施如何？
6837,调整防控措施后，石家庄新增感染者 3 天下降近八成，如何解读这一数据？如何看待石家庄的防控措施调整？
6838,两日新增过千，石家庄 11 月 21 日多区开展核酸，非必要不出门，当地疫情情况如何？
6839,石家庄市委书记称优化和调整疫情防控举措，决不是「躺平」，也决不是「全面放开」，哪些信息值得关注？
6840,合肥疫情现在什么情况，听说27号可以堂食了？
6841,如何看待合肥10.20关于加强市区疫情防控工作的通告？
6842,安徽省会合肥称热诚欢迎在外学子随时安全返家 ，如何评价这一表态？
6843,怎么看待10月27日合肥给各个封控区免费发物资？
6844,现在可以出合肥吗？
6845,合肥最新疫情通报新华学院宿舍一女生感染者轨迹，现在的女大学生生活都这么丰富多彩吗？
6846,如何评价10月8日起合肥日常出行购物需出示48小时核酸检测阴性证明?
6847,合肥大概什么时候解封。或者是在什么样的条件下解封？
6848,中国阳后出现肺炎人群约为 8%，如何评价这一数据？
6849,国家卫健委表示「我国阳后出现肺炎人群约为 8％」，如何看待这一数字？哪些方法可降低阳后人群的肺炎率？
6850,国家卫健委称我国阳后出现肺炎人群约为 8%，这一数据说明了什么？
6851,中国阳后出现肺炎人群约为 8%，这一数据说明了什么？
6852,中国阳后出现肺炎人群约为8%；占比高吗？
6853,7 月 5 日江苏新增本土「4+61」，分布无锡、徐州、盐城，目前当地疫情情况如何？
6854,7 月 7 日江苏新增本土「2+67」，在无锡和徐州，目前当地疫情情况如何？
6855,南通疫情现在怎么样了?
6856,10 月 14 日江苏新增本土确诊 8 例、无症状 22 例，目前当地疫情情况如何？
6857,7 月 6 日江苏新增本土确诊病例 4 例，新增本土无症状感染者 57 例，目前疫情情况如何？
6858,现在泰州人可以去常州吗？
6859,6 月 30 日江苏无锡发现 14 名阳性感染者，活动点位公布，目前当地疫情情况如何？
6860,4 月 16 日江苏新增本土确诊病例 2 例、无症状感染者 85 例，目前情况如何？
6861,6 月 29 日江苏新增本土确诊病例 5 例和无症状感染者 9 例，目前当地疫情情况如何？
6862,3 月 30 日江苏无锡发现 5 人核酸检测阳性，2 人抗原检测阳性，目前当地疫情情况如何？
6863,6 月 29 日江苏新增本土确诊病例 5 例，本土无症状感染者 9 例，目前当地疫情防控如何？
6864,江苏 3 月 30 日新增本土确诊病例 5 例、本土无症状感染者 41 例，目前当地情况如何？
6865,6 月 28 日安徽泗县新增 23 例阳性，全县实施封控管理，目前当地疫情情况如何？
6866,4 月 16 日晚芜湖突发疫情，你身边有什么变化？
6867,7 月 15 日安徽新增本土确诊病例 16 例、本土无症状感染者 139 例，目前当地疫情情况如何？
6868,7 月 4日安徽新增本土确诊病例 52 例、无症状感染者 179 例，目前当地疫情情况如何？
6869,7 月 6 日安徽新增本土感染者「39+128」，目前当地疫情情况如何？
6870,7 月 5 日安徽新增确诊病例 81 例，无症状感染者 141 例，目前当地疫情情况如何？
6871,3 月 27 日安徽新增本土确诊病例 3 例、本土无症状感染者 35 例，目前情况如何？
6872,6 月 30 日安徽新增本土 9+98，目前当地防疫措施如何？
6873,截至 3 月 27 日 13 时，安徽淮南凤台县已报告无症状感染者 14 例，目前当地防疫情况如何？
6874,6 月 30 日安徽新增本土确诊 9 例无症状 98 例，目前安徽新冠疫情防控情况如何？
6875,4 月 15 日安徽新增无症状感染者 44 例，目前当地情况如何？
6876,4 月 16 日安徽新增本土无症状感染者 58 例，目前情况如何？
6877,4 月 17 日起芜湖市主城区暂时实施静态管理，目前当地疫情情况如何？
6878,安徽 4 月 2 日新增本土确诊病例 2 例、本土无症状感染者 93 例，情况如何？
6879,7 月 23 日安徽新增本土无症状感染者 11 例，目前当地疫情情况如何？
6880,3 月 20 日安徽铜陵连续 7 天通报新增感染者，目前安徽疫情情况如何？
6881,如何看待乌鲁木齐疫情发布会上发言人称「可通过抖音搜索『小祖宗宠物用品店』购买宠物用品」？
6882,扬州哪里可以打安徽智飞龙科马（三针型）疫苗啊，救救我这个外地孩子吧！求具体打疫苗的地址，拜托拜托!？
6883,疫情下大学第一学期需要注意些什么?
6884,扬州的西交利物浦大一新生不能按时开学怎么办?
6885,求问，区级中医院院长私自安排无核酸检测的人住院，可以举报吗？
6886,扬州苏康码变黄，怎么办？
6887,请问9.14日到扬州泰山机场中转，健康码行程码会不会变黄？谢谢了？
6888,2022世界各国当前都放弃对新冠疫情的防控了吗?
6889,动物会得新冠吗？
6890,谈谈你觉得美国在全球抗疫这场「战役」中都做了什么？
6891,如何看待8月9日共同关注报道新冠可能来自美国实验室?
6892,2021年7月日本东京奥运会举办后，将会对全球疫情造成什么样的影响？
6893,5 月 5 日世界卫生组织表示全球疫情仍处高位，直接间接导致死亡人数约 1500 万，拐点何时到来？
6894,世界这是怎么了？
6895,新冠疫情再这样泛滥下去，全球会不会有粮食危机？
6896,根据世界医学专家的说法，新冠病毒预计什么时候会结束？
6897,阿布扎比飞上海时的注意事项有哪些？
6898,疫情会导致粮食短缺吗？
6899,为什么泰国的疫情又严重了？
6900,哪些国家或地区正在研发新冠疫苗，进展如何？
6901,世界卫生组织有推荐的口罩规格吗？
6902,内工大学生目前已转运至包头市，生活情况公布，还有哪些信息值得关注？
6903,10 月 6 日内蒙古新增本土确诊 13 例、无症状 661 例，当地疫情情况如何？
6904,加拿大本科接受转学吗？需要怎么准备？
6905,在疫情情况下留学生在澳洲如何才能保护好自己减少感染风险?
6906,这次疫情之后，日本会逐渐成为主流的留学国家吗?
6907,美国留学生今年8月底赴美的可能性有多大？
6908,如今疫情期间能去澳洲留学吗?高二下学期去留学合适吗？读预科吗？
6909,今年疫情影响下，留学形势会有什么变化吗？
6910,因为疫情和个人心理状况原因，想放弃留学，应该放弃吗?
6911,2021因为疫情，国内外交换的机会全部没有了，申请留学应该如何突围？
6912,美国大使馆面签何时恢复？
6913,想请问广大都小伙伴们，22Fall英国和香港一年制研究生目前都收到offer了，去哪一个比较好？
6914,如何看待疫情后的留学形势？
6915,因为疫情原因不想去留学了怎么让中介退费？
6916,留学生八月份要去美国吗?
6917,疫情下，明年秋季留学加拿大有可能嘛？
6918,以现在疫情情况，应该九月回加拿大留学吗？
6919,疫情下，大一留学生应该如何在国内提高英语水平？
6920,英国一月入学研究生在什么时间段校招和工作？
6921,留学生该怎么改变这样的心态…疫情下如何选择未来的大学呢?
6922,目前高中学考完 打算不读高三去学英语 在疫情下 2021留学能出去吗?
6923,疫情下，留学还是国内就读呢?
6924,皇艺(RCA)为何给20年waiting list发2021offer? 21wl会收到22录取吗？
6925,2021 疫情下 还值得我去UBC么？
6926,2021年还能去日本留学吗?
6927,疫情期间可否边工作边留学？
6928,这几所美高怎么选呢？希望各位能再多推荐几所符合情况的，申十年级？
6929,2020级美本留学生，2021年春季可以成功赴美吗？
6930,美国驻华领馆大概啥时候开始办理F1签证？
6931,去年公费留学俄罗斯莫斯科，过年回家碰到疫情回不去，学校也不安排网课，何去何从？
6932,疫情下放弃留学的留学生该怎么办？
6933,疫情对 2020 年和2021 年留学影响有多大？
6934,疫情期间该不该辞职留学？
6935,留学生究竟什么时候才能回归正常出国留学？
6936,今年疫情会对法国留学的拒签率有影响吗？
6937,请问一下大家，今年九月份去法国上学，需要提前多久走，不太清楚现在要隔离多久？
6938,因为疫情，放弃国外大学offer选择国内中外合作办学大学，值得吗？
6939,疫情下新加坡留学体验感如何，值得去吗？
6940,留学生疫情期间应该怎样选择？
6941,撤销常态化核酸检测点，这意味着什么？
6942,做核酸没捅到喉咙有用吗？
6943,核酸检测真的是免费的吗？
6944,马化腾会按照全民核酸检测标准日常在核酸检测点排队做核酸检测吗?
6945,本身是做学历的，现在新出的核酸检测员感觉待遇挺好的，犹豫要不要报一个?
6946,昨天未参加全员核酸，收到这样一条短信，通知下午去做（昨天），可是我今天才看见，今天去做核酸迟吗？
6947,明天上学要核酸证明，今天上午才通知，怎么办？急?
6948,静默期间你在家怎么消磨时间？
6949,文章学术不端会影响一作吗？
6950,施工单位，单位要求封闭式管理，个人因家在本地原因回家一趟，恰被隔离，领导有权通报批评或处分吗？
6951,国家卫健委表示「有序恢复中国公民出境旅游」，哪些信息值得关注？将带来哪些影响？
6952,出境游即将开启哪个国家会是您心目中的首选旅游目的地？
6953,如何看待「有序恢复中国公民出境旅游」？这会带来什么影响？是否意味着出国旅游会迎来新的高峰？
6954,怎么样可以找到小众国家当地的地接？
6955,曾光表示相信新冠肺炎最终也会降为丙类丙管，如何从医学角度解读？
6956,郑州东站出站换乘被赋黄码，官方回应称不影响出行，具体情况如何？
6957,md郑州的大学什么时候放假呀 给个消息吧？
6958,伊犁有什么美丽的风景？
6959,怎么往上骂？
6960,网传上海有「婴幼儿隔离点」多名幼儿挤在一起，医院回应为儿科病房腾挪中的场景，怎样更好完善幼儿救治工作？
6961,上海妇联回应婴幼儿被单独隔离哭闹，称「已在协调过程中」，疫情期间确诊婴幼儿监护问题该如何解决？
6962,防控疫情我们可以如何出力？
6963,保定作为一个大规模感染的城市，复工比例怎么样了（身边统计学）?
6964,这几天中通快递怎么了 一直卡着不动？
6965,大学生针对疫情期间的社会调查，可以提出哪些调查问题去统计做调查问卷？
6966,今天为了庆祝疫情一片大好，你们那里放炮仗了吗？
6967,如何能实时查到疫情地区快递的收发停发情况?
6968,疫情期间回国在酒店隔离，可以往外寄快递吗？
6969,山西省61名快递员阳性！均为同一家快递。我们应该如何应对快递存在的新冠疫情隐患？
6970,疫情不都放开了吗？
6971,想从郑州寄快递到山东，但是因为疫情原因寄不了 所以想知道要多久才能寄快递?
6972,疫情期间的快递怎么处理?
6973,请问买了有属性的棉花娃娃，因为疫情退回，这个责任在谁？
6974,如何看待武汉生物研发的新型冠状病毒灭活疫苗Ⅰ/Ⅱ期临床试验在中国临床试验注册中心“通过审核”预注册？
6975,如何从停止快递业务的地区寄身份证？
6976,现在在北京转运的快递可以安全取件吗？
6977,累计确诊病例增加数和境外输入病例增加数为什么不一样？
6978,陈薇团队12日在全球首先开始新冠病毒疫苗II期临床实验，我们离疫苗正式使用还有多远？
6979,因为疫情，回不去，十几个快递未取就不见了，怎么办?
6980,截止今日，美国确诊病例超过了75万，如果照此发展下去，最坏的结果可能是什么？
6981,大家对疫情期间快递费涨价有什么看法，是否支持？疫情期间快递可能会被取消或延期对您的生活有什么影响？
6982,疫情期间海外直邮回来的奶粉到底能不能喝？
6983,如何看待长沙市民拆了个包裹后健康码变黄?
6984,各位大佬，我在网上买了本书，但是发货地址是武汉金银潭，会不会有感染的风险，需要注意什么？
6985,2023年疫情全面放开，快递还拿受疫情影响不发货。合理吗？
6986,青岛疫情出现疫情在青岛网购的食品可以吃吗？
6987,疫情期间从国内寄到加拿大成绩单能用什么快递?
6988,疫情期间家里人想邮寄点食品到美国，有什么限制吗？邮费又是怎么算的？
6989,疫情期间，有人担心代购海外直邮商品不安全，怎么解释靠谱？
6990,疫情期间小区物业收取快递保管费合理吗？
6991,针对北京4.12日的新政策，租房也不能住了吗？
6992,现在跨省旅行还有限制吗?
6993,最近成都疫情怎么样？
6994,2020年7月20日，你们还在戴口罩吗？
6995,进楼门也要求出入证，且未张贴通知，合理吗？
6996,为什么美国感染这么多人，却不恐慌呢？
6997,现在出省旅行（坐标山东）去陕西甘肃青海需要办健康证之类的吗？
6998,快递员没戴口罩 投诉是对是错？
6999,请问 入境广州之后 可以直接飞郑州然后隔离么？
7000,由于疫情关系，衣服无法退回，应该由谁承担？
7001,请问疫情期间，作为一名音乐生，能为社会做些啥？
7002,因为疫情快递被退回，还能邮回来吗？
7003,疫情期间从美国西雅图过来的国际快递清关要多久?
7004,远洋海员6.14回国到黄骅港下船，请问需要隔离14天吗?
7005,如何看待福奇在白宫宣布瑞德西韦（remdesivr）治疗Covid-19临床试验有效结果？
7006,请问一下，从上海到喀什地区旅游，最新疫情政策是什么？
7007,陈坤说三星堆充满浪漫与想象，你对三星堆文明都有哪些了解？
7008,境外返衡在第一入境点集中隔离完14天，然后回自家社区集中点隔离完7天后回家还要居家隔离7天吗？
7009,郑州市的小学要家长离郑后再次再回到郑州，必须跟小孩隔离14天，14天不能跟孩子接触，这个要求合理吗？
7010,邮政快递什么时候能从保定处理中心离开到石家庄?
7011,以目前的形式是否能将口罩既往国外？
7012,求助，韵达快递快一个月了，都没有发出广东，打电话投诉一点用没有，该咋办？
7013,为什么瑞德希韦22号发表在顶刊NEJM的阶段性研究国内罕见报道？
7014,请问下有疫情期间推荐的中国寄往日本快递嘛？想寄一些防疫用品?急急急，谢谢 ?
7015,圆通快递现在发赣州吗?
7016,如何看待4月6日法国新增确诊数量大幅下降至1873例？
7017,疫情期间，广州上班路程远，该怎么上班安全？
7018,9月因疫情还不能返校？
7019,好好关在家里我阳了，我有什么办法?
7020,关于上海疫情防控这些天，上海的小伙伴有什么感言（体会）？
7021,「上海女子割双眼皮后被封小区内，9天后医生带工具隔着栅栏拆线」如何评价这一行为？
7022,如果发现很多觉得不可能发生，不可思议的事情发生了，该如何求心理安慰？
7023,为什么上海不能封城呢？
7024,疫情之下，居委会真的可以直接跑路不管吗？
7025,上继续封，人也快疯了，咋办啊？
7026,今天是2022年4月3日晚上11点，你今天在做什么在想什么？
7027,如何看待丹麦、英国、瑞典等十多国，先后宣布放弃防疫措施？
7028,如何看待英国“共存”后，医护感染只能请病假，还会面临减薪和纪律处分？
7029,新冠肺炎疫情下的荷兰真实现状是怎样的？
7030,文旅部要求暂停经营旅游专列业务，不得经营出入境团队旅游等业务，这可能对疫情防控带来哪些影响？
7031,8月7日日本新增20万6497例，连续6日新增超20万例，死亡151例，当地情况如何？
7032,荷兰疫情反弹严重，专家建议封城，目前当地疫情防控措施怎么样？
7033,爆燃！打砸抢、焚烧建筑、枪击警察、许多企业被摧毁...这个国家什么情况？
7034,世界真的越来越好了吗?
7035,第三次世界大战是否已经发生？
7036,专家称全球疫情正在走向终结，这背后都有哪些依据？对此你是否认同？
7037,全球疫情最终将会发展到什么程度？
7038,约翰霍普金斯大学的报告，是不是一种欺骗性的工具、新的星球大战计划？
7039,请问北京健康宝这是咋回事？
7040,南非等多国报告一种新型变异新冠病毒，或对疫苗更具抗药性，对于全球疫情会产生哪些影响？
7041,世界上这几个国家是已经实现事实上的群体免疫了吗？
7042,疫情怎么办？
7043,疫情什么时候能过去哇?
7044,1 月 6 日全球日增确诊超 266 万例，各国都采取什么防疫措施来应对新冠病毒？
7045,新变异病毒致多国重封边境，航空股全线下跌，对于航空公司会有哪些影响？目前全球疫情情况如何？
7046,柬埔寨进入抗疫新阶段，相关部门调整措施，目前当地疫情情况如何？
7047,疫情期间每30小时全球诞生1位亿万富翁，如何看待国际慈善组织乐施会公布的数据？
